Name,timestamp,Type,year,Total_amt_of_sale,maximum_sale_category,avg_discount,no_of_customers_visited,no_of_products_sold,duration_days,platform,campaign_budget,conversion_rate,returning_customers_percent,click_through_rate,impressions,payment_mode_used,avg_session_time,customer_rating_avg,top_selling_product
Flipkart Clearance Sale in 2023! 625,2023-02-05 10:00:58,Clearance Sale,2023,989262.23,Electronics,47.3,47392,2304,2,Twitter,1061000,2.13,52.31,1.75,845200,UPI,13.1,4.35,Laptop
Flipkart Festive Sale in 2024! 626,2024-05-18 6:52:48,Festive Sale,2024,3041051.96,Sports,18.89,4746,5027,1,Instagram,7270000,1.71,45.22,3.25,610508,Wallet,10.45,2.7,Headphones
Flipkart No Cost EMI Sale in 2020! 627,2020-12-29 13:36:21,No Cost EMI Sale,2020,4678437.04,Toys,11.89,11843,571,1,Flipkart App,3848000,4.23,30.64,2.5,890710,Cash on Delivery,2.27,3.27,Smartphone
Flipkart Clearance Sale in 2024! 628,2024-09-10 2:06:42,Clearance Sale,2024,9267237.66,Home,19.52,44789,6392,2,Instagram,9648000,0.27,60.51,1.27,165202,Debit Card,14.25,4.43,Shoes
Flipkart Festive Sale in 2020! 629,2020-02-10 12:44:59,Festive Sale,2020,9483913.36,Fashion,48.38,33044,3399,7,Twitter,7463000,0.86,74.99,1.37,475431,Credit Card,7.47,3.83,Washing Machine
Flipkart Monsoon Sale in 2023! 630,2023-11-29 23:30:21,Monsoon Sale,2023,1607042.02,Toys,13.41,35064,3935,1,Flipkart App,5733000,4.42,54.3,1,865942,Cash on Delivery,14.31,3.25,Books
Flipkart Festive Sale in 2025! 631,2025-01-02 11:00:33,Festive Sale,2025,7420597.36,Toys,38.51,48210,9562,5,Facebook,1745000,4.85,28.82,2.03,978470,Debit Card,10.15,4.94,Smartphone
Flipkart GOAT Sale in 2020! 632,2020-01-09 1:14:44,GOAT Sale,2020,8347092.41,Home,60.53,12337,7083,5,Flipkart App,3863000,3.41,50.68,2.56,112414,Wallet,7.57,4.18,Books
Flipkart Monsoon Sale in 2020! 633,2020-08-02 19:47:29,Monsoon Sale,2020,1418908.17,Toys,36.73,2631,235,2,Email,6884000,4.58,10.54,4.83,519835,UPI,13.74,2.9,Headphones
Flipkart No Cost EMI Sale in 2024! 634,2024-02-20 22:31:02,No Cost EMI Sale,2024,6302910.8,Fashion,68.54,7778,4470,1,Twitter,2168000,0.49,17.75,4.38,341644,Wallet,4.21,3.23,Perfume
Flipkart Festive Sale in 2024! 635,2024-07-15 7:37:51,Festive Sale,2024,8848931.04,Beauty,50.73,8531,4930,5,Twitter,2016000,3.3,55.97,4.09,35639,Wallet,6.37,4.68,Toys
Flipkart No Cost EMI Sale in 2021! 636,2021-11-02 12:34:20,No Cost EMI Sale,2021,186243.05,Electronics,51.42,17879,8049,6,Facebook,4459000,0.62,57.23,4.8,303258,Debit Card,2.23,2.87,Shoes
Flipkart Festive Sale in 2023! 637,2023-11-17 15:44:25,Festive Sale,2023,1128920.54,Groceries,61.96,28160,4881,7,Flipkart App,1988000,2.42,66.46,1.89,169363,UPI,13.93,4.63,Washing Machine
Flipkart GOAT Sale in 2022! 638,2022-10-19 23:52:41,GOAT Sale,2022,4579867.52,Toys,41.88,6004,7055,4,Instagram,4231000,1.94,43.89,4.51,849980,Wallet,14.09,4.75,Smartphone
Flipkart Summer Sale in 2024! 639,2024-10-31 13:53:56,Summer Sale,2024,6280016.36,Beauty,17.15,3210,470,1,Instagram,8338000,0.65,51.81,2.84,532085,Cash on Delivery,12.15,4.36,Laptop
Flipkart Winter Sale in 2022! 640,2022-06-11 15:57:41,Winter Sale,2022,3470021.52,Fashion,58.35,17213,5805,5,Email,6931000,4.02,72.04,0.51,405381,Wallet,12.49,4.45,Headphones
Flipkart Monsoon Sale in 2025! 641,2025-09-21 13:45:38,Monsoon Sale,2025,8386867.89,Electronics,54.83,47667,4650,1,Facebook,8929000,3.27,22.6,2.16,22026,Cash on Delivery,2.94,3.76,Laptop
Flipkart Flash Sale in 2023! 642,2023-09-13 9:49:50,Flash Sale,2023,7324755.28,Sports,31.95,25481,1718,6,Email,6379000,2.32,63.7,1.95,193177,Debit Card,9.97,4.04,Headphones
Flipkart Winter Sale in 2021! 643,2021-10-26 11:22:30,Winter Sale,2021,1452096.38,Toys,17.92,19409,1467,3,Flipkart App,8783000,4.82,28.2,2.6,899064,Wallet,12.39,3.32,Washing Machine
Flipkart Winter Sale in 2023! 644,2023-07-21 13:19:39,Winter Sale,2023,9439267.85,Electronics,58.27,46676,5527,6,Instagram,7627000,3.04,78.34,1.11,306419,Cash on Delivery,9.17,5,Smartphone
Flipkart Monsoon Sale in 2023! 645,2023-04-03 17:34:03,Monsoon Sale,2023,2511686.19,Groceries,7.96,1396,2753,3,Email,4105000,1.93,26.66,1.48,919828,UPI,5.42,3.45,Headphones
Flipkart Flash Sale in 2020! 646,2020-06-04 1:12:56,Flash Sale,2020,4224433.88,Beauty,28,22200,6851,6,Email,9076000,2.01,20.77,2.13,476760,UPI,5.59,2.68,Laptop
Flipkart Monsoon Sale in 2025! 647,2025-05-13 0:49:58,Monsoon Sale,2025,9026923.52,Sports,35.63,6146,9468,4,Twitter,9827000,2.51,19.89,4.13,371952,Debit Card,1.85,2.72,Books
Flipkart Clearance Sale in 2021! 648,2021-04-02 21:46:32,Clearance Sale,2021,9746628.11,Home,47.42,33123,6684,1,Twitter,3164000,0.8,13.15,4.76,881294,UPI,6.87,2.76,Shoes
Flipkart Flash Sale in 2025! 649,2025-08-30 16:10:18,Flash Sale,2025,2727377.84,Fashion,19.38,16392,612,3,Facebook,5441000,4.4,25.55,4.48,619717,Debit Card,5.91,3.64,Headphones
Flipkart Deal of the Day in 2020! 650,2020-03-25 6:55:26,Deal of the Day,2020,6923080.83,Groceries,20.95,43894,726,3,Instagram,8358000,1.35,74.04,1.49,261279,Cash on Delivery,2.37,3.32,Headphones
Flipkart Deal of the Day in 2023! 651,2023-01-09 7:39:43,Deal of the Day,2023,5738931.32,Electronics,9.13,23252,9603,7,Email,3430000,2.03,69.24,2.73,781225,Cash on Delivery,8.58,3.68,Shoes
Flipkart Monsoon Sale in 2022! 652,2022-02-08 9:46:05,Monsoon Sale,2022,3430245.5,Books,67.65,12255,6494,6,Facebook,3174000,2.99,25.23,2.46,83740,Cash on Delivery,4.97,3.21,Washing Machine
Flipkart Summer Sale in 2022! 653,2022-06-17 19:16:19,Summer Sale,2022,3709407.43,Beauty,67.11,17913,4841,5,Twitter,2228000,2.11,23.01,3.8,984777,Wallet,11.12,2.86,Shoes
Flipkart Summer Sale in 2021! 654,2021-11-17 18:36:47,Summer Sale,2021,3126096.5,Electronics,23.14,35393,7535,6,Instagram,5652000,1.32,69.16,2.54,784610,Credit Card,8.44,4.25,Perfume
Flipkart Winter Sale in 2020! 655,2020-12-01 6:57:39,Winter Sale,2020,4233191.45,Books,9.93,42733,3312,3,Email,2418000,2.08,33.2,3.95,320329,Credit Card,3.09,3.87,Headphones
Flipkart Clearance Sale in 2024! 656,2024-04-06 22:30:29,Clearance Sale,2024,4230403.06,Electronics,11.54,20386,9050,4,Twitter,8188000,0.52,62.04,1.89,660735,Wallet,14.25,4.08,Headphones
Flipkart Deal of the Day in 2021! 657,2021-03-13 23:17:46,Deal of the Day,2021,2623056.19,Sports,46.61,11115,1954,4,Twitter,7528000,4.83,77.82,0.58,381348,Credit Card,10.66,4.56,Washing Machine
Flipkart No Cost EMI Sale in 2020! 658,2020-08-22 17:41:13,No Cost EMI Sale,2020,5033267.51,Fashion,44.15,35945,503,6,Twitter,9828000,3.73,30.64,0.54,987525,UPI,13.51,4.21,Headphones
Flipkart Big Billion Days Sale in 2025! 659,2025-05-13 8:09:07,Big Billion Days Sale,2025,7673395.85,Electronics,57.12,21325,8202,7,Twitter,680000,3.67,28.7,4.33,701733,Cash on Delivery,10.95,4.06,Laptop
Flipkart Monsoon Sale in 2020! 660,2020-03-12 20:30:13,Monsoon Sale,2020,6980556.24,Electronics,46.89,1030,617,4,Twitter,7407000,4.06,22.76,4.62,157238,Credit Card,3.74,2.83,Books
Flipkart Festive Sale in 2021! 661,2021-07-07 17:38:08,Festive Sale,2021,9045576.21,Books,34.42,43929,8260,5,Email,2370000,0.21,41.99,1.18,820844,Credit Card,10.99,4.21,Shoes
Flipkart Flash Sale in 2024! 662,2024-01-12 3:53:58,Flash Sale,2024,5585950.73,Books,56.06,45398,8525,7,Facebook,4387000,3.49,13.51,1.57,393472,Debit Card,14.19,3.27,Books
Flipkart Deal of the Day in 2022! 663,2022-05-20 6:02:49,Deal of the Day,2022,4571133.27,Books,28.76,6308,1306,7,Instagram,7719000,0.39,74.61,4.53,848004,Wallet,13.67,3.65,Perfume
Flipkart Festive Sale in 2021! 664,2021-04-05 3:29:18,Festive Sale,2021,2820250.84,Beauty,18.67,9156,1078,6,Twitter,4442000,3.24,54.88,2.84,236436,Debit Card,3.05,3.65,Books
Flipkart Deal of the Day in 2021! 665,2021-04-17 5:17:03,Deal of the Day,2021,7256411.57,Toys,42.58,4818,795,1,Instagram,741000,2.03,32.66,2.27,394717,Debit Card,14.77,3.52,Smartphone
Flipkart Clearance Sale in 2022! 666,2022-10-24 10:54:29,Clearance Sale,2022,3760782.27,Electronics,63.27,40094,7865,5,Email,9070000,3.41,35.83,3.36,108836,UPI,5.71,4.51,Washing Machine
Flipkart Clearance Sale in 2024! 667,2024-05-02 14:58:13,Clearance Sale,2024,408043.6,Toys,27.75,40048,5867,4,Twitter,2134000,2.59,79.9,3.26,730766,Credit Card,6.65,3.71,Perfume
Flipkart Summer Sale in 2023! 668,2023-12-03 22:36:26,Summer Sale,2023,5741726.86,Home,41.93,5908,4147,1,Flipkart App,9478000,2.72,19.28,1.35,315213,Cash on Delivery,9.86,3.76,Headphones
Flipkart Summer Sale in 2023! 669,2023-04-11 17:53:53,Summer Sale,2023,9994706.66,Electronics,12.44,19971,8213,4,Flipkart App,6577000,3.36,42.95,2.87,510737,UPI,12.88,3.35,Smartphone
Flipkart Festive Sale in 2025! 670,2025-05-31 16:07:47,Festive Sale,2025,6958906.57,Fashion,49.79,28905,4832,7,Flipkart App,9970000,0.78,21.06,2.72,441204,Credit Card,13.91,4.34,Headphones
Flipkart Monsoon Sale in 2021! 671,2021-08-19 20:16:25,Monsoon Sale,2021,5704649.98,Electronics,21.84,37261,1080,3,Flipkart App,5810000,0.91,61.95,1.81,970869,Cash on Delivery,13.28,4.11,Laptop
Flipkart GOAT Sale in 2021! 672,2021-05-01 16:15:29,GOAT Sale,2021,1856481.33,Sports,9.29,26384,5260,7,Facebook,6609000,2.32,56.42,2.94,743906,Cash on Delivery,2.94,4.6,Laptop
Flipkart Winter Sale in 2025! 673,2025-08-14 7:49:15,Winter Sale,2025,5103610.42,Books,44.66,37908,5416,7,Twitter,4597000,3.35,27.13,2.94,116771,Credit Card,3.74,3.47,Washing Machine
Flipkart Flash Sale in 2023! 674,2023-10-16 16:34:14,Flash Sale,2023,8486700.46,Fashion,54.41,47643,4242,2,Twitter,2394000,3.85,18.84,2.93,652424,Debit Card,9.75,4.69,Laptop
Flipkart Flash Sale in 2020! 675,2020-01-01 3:07:50,Flash Sale,2020,3255315.01,Beauty,68.64,25146,6991,2,Instagram,2225000,4.97,64.96,3.45,13646,Debit Card,10.29,4.52,Perfume
Flipkart No Cost EMI Sale in 2024! 676,2024-02-24 17:59:01,No Cost EMI Sale,2024,8213686.97,Groceries,58.02,34939,4440,6,Instagram,3137000,2.38,17.11,0.72,775377,Debit Card,13.04,4.11,Laptop
Flipkart Summer Sale in 2022! 677,2022-09-16 5:07:05,Summer Sale,2022,6096074.13,Beauty,39.32,31004,6968,7,Facebook,9629000,2.64,38.71,4.1,833993,Cash on Delivery,8.47,2.81,Smartphone
Flipkart Summer Sale in 2022! 678,2022-09-14 5:26:50,Summer Sale,2022,5238071.63,Books,43.38,14888,8502,3,Email,8027000,3.9,34.6,3.43,155727,UPI,8.43,4.92,Washing Machine
Flipkart Flash Sale in 2021! 679,2021-11-02 2:58:31,Flash Sale,2021,438782.55,Books,45.68,18524,4408,1,Twitter,2734000,0.31,39.1,2.21,771902,Credit Card,6.08,4.5,Laptop
Flipkart Clearance Sale in 2024! 680,2024-05-28 2:09:38,Clearance Sale,2024,446681.24,Books,16.72,16960,7038,5,Flipkart App,4875000,0.62,19.97,1.2,503830,Debit Card,11.09,3.41,Perfume
Flipkart Winter Sale in 2020! 681,2020-04-20 5:42:01,Winter Sale,2020,4951738.23,Groceries,24.48,38502,7744,4,Flipkart App,2845000,2.05,68.01,2.46,18677,Debit Card,10.19,4.26,Perfume
Flipkart Clearance Sale in 2020! 682,2020-10-01 2:50:14,Clearance Sale,2020,7977037.9,Groceries,10.07,41645,3356,7,Instagram,5484000,3.62,41.36,2.43,836333,Credit Card,8.19,4.49,Smartphone
Flipkart Flash Sale in 2021! 683,2021-09-29 1:21:51,Flash Sale,2021,4418252.56,Books,23.13,10332,748,2,Twitter,3279000,1.13,39.05,3.7,201339,UPI,6.64,4.72,Books
Flipkart Monsoon Sale in 2021! 684,2021-12-29 5:56:38,Monsoon Sale,2021,7459125.82,Beauty,57.37,3845,6426,6,Instagram,2895000,2.12,42.25,2.27,400361,Credit Card,8.99,3.31,Smartphone
Flipkart GOAT Sale in 2021! 685,2021-09-25 2:01:36,GOAT Sale,2021,7057485.5,Beauty,47.01,49681,4697,1,Email,6698000,4.62,72.21,2.02,399027,Cash on Delivery,11.92,4.96,Headphones
Flipkart Festive Sale in 2025! 686,2025-07-25 14:23:42,Festive Sale,2025,4415189.24,Electronics,13.71,36230,5923,4,Email,616000,3.47,24.83,1.22,265712,UPI,1.35,3.21,Smartphone
Flipkart Winter Sale in 2023! 687,2023-02-25 2:13:42,Winter Sale,2023,5478160.31,Toys,13.08,34524,226,2,Flipkart App,1339000,1.56,72.1,3.78,562684,Cash on Delivery,12.22,3.73,Books
Flipkart Winter Sale in 2024! 688,2024-05-08 3:31:01,Winter Sale,2024,1917397.77,Fashion,48.3,23320,7446,6,Twitter,4422000,3.52,45.75,4.89,235006,Wallet,2.14,3.75,Perfume
Flipkart Flash Sale in 2025! 689,2025-02-10 2:12:22,Flash Sale,2025,1041143.34,Electronics,44.67,30409,4267,6,Twitter,4393000,3.72,75.88,3.37,212513,UPI,2.52,3.49,Toys
Flipkart Monsoon Sale in 2025! 690,2025-05-21 17:35:10,Monsoon Sale,2025,8139614.6,Home,17.09,32290,4270,3,Flipkart App,8052000,0.19,67.04,3.02,829731,Wallet,10.5,3.22,Toys
Flipkart Monsoon Sale in 2020! 691,2020-09-17 8:40:19,Monsoon Sale,2020,7353772.64,Beauty,54.12,10428,4537,2,Flipkart App,4628000,2.49,69.55,1.3,517017,Cash on Delivery,9.21,3.17,Laptop
Flipkart Festive Sale in 2020! 692,2020-09-16 3:45:03,Festive Sale,2020,7745053.09,Groceries,18.83,5946,3479,2,Flipkart App,8988000,3.12,60.02,2.61,700984,Credit Card,11.81,4.56,Shoes
Flipkart Deal of the Day in 2023! 693,2023-07-16 0:00:11,Deal of the Day,2023,5807388.3,Groceries,66.8,28560,1685,7,Instagram,5156000,3.6,43.18,4.92,637053,Wallet,1.3,4.09,Laptop
Flipkart Deal of the Day in 2023! 694,2023-11-28 21:22:01,Deal of the Day,2023,3277229.33,Fashion,28.56,38804,1784,1,Flipkart App,7218000,2.24,55.83,1.57,274165,Wallet,11,4.94,Perfume
Flipkart No Cost EMI Sale in 2020! 695,2020-11-18 16:29:01,No Cost EMI Sale,2020,505639.12,Beauty,8.51,3569,435,4,Twitter,798000,0.14,31.47,3.69,963124,UPI,9.36,4.8,Headphones
Flipkart Winter Sale in 2023! 696,2023-07-09 21:41:13,Winter Sale,2023,5741299.41,Groceries,19.39,48379,5917,5,Flipkart App,7073000,1.26,71.73,1.7,232354,Credit Card,11.32,2.95,Headphones
Flipkart Flash Sale in 2023! 697,2023-01-27 20:27:26,Flash Sale,2023,2749048.8,Fashion,33.66,45019,5583,4,Email,2080000,3.21,21.16,4.78,917677,Cash on Delivery,12.26,3.97,Headphones
Flipkart Deal of the Day in 2025! 698,2025-09-27 15:14:18,Deal of the Day,2025,5643852.08,Books,64.84,18439,6749,7,Facebook,1018000,0.38,49.75,0.98,555173,Cash on Delivery,2,4.16,Laptop
Flipkart Deal of the Day in 2020! 699,2020-03-06 1:37:01,Deal of the Day,2020,6689823.66,Electronics,6.27,19227,7149,1,Flipkart App,3206000,2.61,10.81,1.61,338353,Debit Card,3.59,4.14,Laptop
Flipkart No Cost EMI Sale in 2025! 700,2025-08-07 21:54:06,No Cost EMI Sale,2025,6418120.67,Sports,17.33,9193,7555,2,Flipkart App,7687000,2,33.54,2,317608,Wallet,12.74,3.08,Perfume
Flipkart Big Billion Days Sale in 2022! 701,2022-04-11 10:57:10,Big Billion Days Sale,2022,4634074.7,Sports,55.9,16724,7081,6,Twitter,9854000,0.52,22.54,4.27,195068,UPI,13.64,4.82,Washing Machine
Flipkart No Cost EMI Sale in 2020! 702,2020-04-15 13:14:48,No Cost EMI Sale,2020,6285489.7,Books,60.62,8342,2169,1,Email,1865000,1.55,48.08,3.07,31925,Wallet,7.54,3.42,Smartphone
Flipkart No Cost EMI Sale in 2022! 703,2022-12-13 18:35:45,No Cost EMI Sale,2022,8583670.11,Home,45.12,22823,3668,5,Facebook,6902000,4.28,66.68,1.73,77288,Cash on Delivery,10.21,4.26,Toys
Flipkart GOAT Sale in 2021! 704,2021-01-04 22:40:08,GOAT Sale,2021,5930763.23,Beauty,36.47,24859,882,4,Twitter,1120000,4.96,73.03,2.78,278628,Credit Card,14.06,2.77,Headphones
Flipkart Clearance Sale in 2022! 705,2022-07-24 1:49:50,Clearance Sale,2022,5375065.04,Books,26.9,26383,6956,7,Email,6792000,1.29,15.05,4.32,204239,UPI,4.83,3.21,Washing Machine
Flipkart GOAT Sale in 2023! 706,2023-07-13 20:39:28,GOAT Sale,2023,7172950.32,Groceries,61.38,9739,9230,7,Flipkart App,4083000,3.68,16.8,3.18,68954,Wallet,13.94,4.46,Toys
Flipkart Big Billion Days Sale in 2025! 707,2025-08-09 17:28:47,Big Billion Days Sale,2025,9431279.9,Fashion,36.61,1663,6241,4,Instagram,2054000,2.21,79.93,1.58,957408,Wallet,9.69,4.56,Toys
Flipkart GOAT Sale in 2020! 708,2020-09-16 21:13:28,GOAT Sale,2020,5226714.91,Home,69.81,5796,1548,1,Flipkart App,4415000,3.12,61.66,1.92,813302,Wallet,5.98,4.25,Headphones
Flipkart No Cost EMI Sale in 2022! 709,2022-02-05 0:21:43,No Cost EMI Sale,2022,3131816.21,Home,58.38,35037,3629,1,Flipkart App,927000,0.9,35.44,2.94,338943,Cash on Delivery,9.58,3.38,Toys
Flipkart Clearance Sale in 2023! 710,2023-12-04 5:25:51,Clearance Sale,2023,1244344.86,Home,10.68,7660,2753,4,Instagram,7816000,3.67,66.35,2.36,392710,Wallet,1.38,4.11,Perfume
Flipkart Flash Sale in 2021! 711,2021-04-06 15:36:07,Flash Sale,2021,8220873.06,Electronics,44.89,12767,2676,3,Twitter,833000,1.87,78.28,2.62,715298,Wallet,3.5,4.59,Washing Machine
Flipkart No Cost EMI Sale in 2021! 712,2021-02-04 14:27:46,No Cost EMI Sale,2021,3060868.01,Books,41.98,43463,5763,6,Instagram,1664000,3.6,54.15,3.53,690234,Cash on Delivery,5.84,3.28,Shoes
Flipkart Big Billion Days Sale in 2024! 713,2024-07-03 19:15:08,Big Billion Days Sale,2024,1212198.67,Fashion,61.56,2671,9998,7,Twitter,2737000,1.92,77.42,2.05,557665,Debit Card,3.88,3.76,Perfume
Flipkart Summer Sale in 2023! 714,2023-03-30 18:30:15,Summer Sale,2023,6187018.31,Home,45.02,26192,3261,6,Flipkart App,6477000,4.24,46.68,3.16,945401,Debit Card,13.55,3.6,Toys
Flipkart Monsoon Sale in 2025! 715,2025-04-19 13:38:04,Monsoon Sale,2025,533059.66,Sports,26.33,5484,5427,2,Email,3771000,2.48,34.25,3.69,263215,Wallet,11.06,4.75,Headphones
Flipkart Flash Sale in 2020! 716,2020-05-30 8:03:33,Flash Sale,2020,6227785.46,Toys,19.78,30504,7542,4,Flipkart App,8725000,0.95,10.06,3.88,930218,Debit Card,10,3.64,Books
Flipkart Big Billion Days Sale in 2020! 717,2020-04-05 0:37:51,Big Billion Days Sale,2020,9503815.11,Groceries,26.64,5775,5918,2,Flipkart App,2281000,3.04,45.68,4.87,10221,Cash on Delivery,1.86,3.73,Headphones
Flipkart Clearance Sale in 2023! 718,2023-01-30 23:33:24,Clearance Sale,2023,5019217.43,Beauty,58.08,13409,5461,3,Twitter,6199000,2.1,21.19,2.36,580825,UPI,4.4,4.97,Washing Machine
Flipkart Summer Sale in 2024! 719,2024-10-29 18:05:03,Summer Sale,2024,3476516.31,Home,10.65,26746,1036,4,Instagram,1813000,1.91,65.92,1,459142,Cash on Delivery,4.65,4.54,Toys
Flipkart No Cost EMI Sale in 2023! 720,2023-04-30 16:02:31,No Cost EMI Sale,2023,2561958.07,Home,21.16,4003,7287,2,Flipkart App,1580000,1.81,30,3.92,59693,Wallet,4.72,4.19,Books
Flipkart GOAT Sale in 2024! 721,2024-05-19 1:31:22,GOAT Sale,2024,459064.1,Electronics,67.13,41269,6663,2,Email,1728000,1.16,65.04,2.64,922826,UPI,10.57,2.59,Toys
Flipkart Monsoon Sale in 2025! 722,2025-02-17 15:04:23,Monsoon Sale,2025,8369309.06,Beauty,36.75,30408,4487,7,Flipkart App,2657000,2.33,71.96,1.11,256019,Wallet,11.01,4.14,Shoes
Flipkart Flash Sale in 2024! 723,2024-10-01 18:26:13,Flash Sale,2024,1182955.4,Fashion,11.05,13784,8035,5,Twitter,4561000,2.3,47.12,1.12,110135,Wallet,2.43,4.96,Laptop
Flipkart Big Billion Days Sale in 2024! 724,2024-02-25 20:22:04,Big Billion Days Sale,2024,4060827.18,Home,69.58,38465,7616,7,Email,5037000,0.24,18.11,4.48,767806,Credit Card,9.65,2.78,Toys
Flipkart Winter Sale in 2024! 725,2024-11-25 21:20:14,Winter Sale,2024,409123.76,Beauty,13.97,5637,9069,3,Facebook,7524000,0.29,35.89,4.14,615636,Wallet,3.91,3.66,Shoes
Flipkart Clearance Sale in 2022! 726,2022-11-27 18:57:28,Clearance Sale,2022,1742105.01,Home,13.12,37222,2664,3,Flipkart App,6403000,1.52,67.93,3.9,205488,Credit Card,8.37,4.8,Toys
Flipkart Winter Sale in 2025! 727,2025-02-06 18:03:06,Winter Sale,2025,8795951.65,Toys,19.34,46193,192,2,Instagram,8424000,2.52,58.28,1.38,958331,Debit Card,1.93,3.96,Washing Machine
Flipkart No Cost EMI Sale in 2025! 728,2025-05-28 23:24:19,No Cost EMI Sale,2025,2725980.92,Sports,13.22,3435,7540,7,Facebook,7756000,3.62,32.45,3.53,361920,Cash on Delivery,8.29,3.18,Headphones
Flipkart Festive Sale in 2023! 729,2023-03-21 0:13:51,Festive Sale,2023,8416634.94,Toys,69.39,12566,3448,1,Email,1169000,2.53,26.24,4.53,964682,Wallet,5.75,4.23,Books
Flipkart Monsoon Sale in 2022! 730,2022-02-11 0:29:49,Monsoon Sale,2022,3398672.41,Books,56.27,7074,4827,3,Email,2132000,1.31,32.96,4.63,593408,Wallet,11.7,3.11,Shoes
Flipkart Clearance Sale in 2022! 731,2022-11-20 23:06:55,Clearance Sale,2022,8118435.82,Electronics,14.86,43015,2024,3,Instagram,3294000,2.25,60.26,3.07,171156,Wallet,9.47,4.09,Smartphone
Flipkart Summer Sale in 2025! 732,2025-06-10 17:50:26,Summer Sale,2025,2443572.24,Beauty,16.94,16042,1861,1,Instagram,1668000,1.71,53.74,1.89,317833,Debit Card,9.59,3.69,Books
Flipkart GOAT Sale in 2024! 733,2024-11-16 1:04:44,GOAT Sale,2024,1427758.51,Beauty,9.99,5792,3331,1,Instagram,4299000,1.5,14.27,0.59,169868,UPI,4.87,3.81,Headphones
Flipkart Flash Sale in 2025! 734,2025-04-06 12:38:59,Flash Sale,2025,1583740.37,Sports,35.2,30811,5954,7,Facebook,4425000,0.81,45.75,4.04,524866,Wallet,3.86,3.36,Headphones
Flipkart Monsoon Sale in 2021! 735,2021-12-10 20:25:22,Monsoon Sale,2021,9148538.98,Home,32.57,40795,7937,7,Instagram,3776000,0.76,25.32,2.7,742239,Cash on Delivery,2.11,3.84,Perfume
Flipkart No Cost EMI Sale in 2024! 736,2024-03-18 13:32:29,No Cost EMI Sale,2024,4364387.63,Books,42.66,23257,3284,5,Email,7709000,4.14,21.75,0.59,762572,Credit Card,11.13,4.81,Perfume
Flipkart Deal of the Day in 2025! 737,2025-07-13 19:14:51,Deal of the Day,2025,3889242.88,Sports,66.56,32708,7209,5,Facebook,9510000,3.61,63.48,3.54,775306,Wallet,11.16,3.94,Perfume
Flipkart Winter Sale in 2021! 738,2021-03-17 20:56:49,Winter Sale,2021,6198492.11,Books,60.3,5894,7947,3,Flipkart App,6962000,1.99,37.57,3.97,157172,Wallet,8.84,3.33,Shoes
Flipkart Big Billion Days Sale in 2020! 739,2020-12-06 21:09:13,Big Billion Days Sale,2020,596992.49,Groceries,46.97,34753,5056,5,Instagram,1560000,0.56,22.62,2.84,397840,UPI,12.37,4.32,Laptop
Flipkart Monsoon Sale in 2025! 740,2025-05-27 13:53:48,Monsoon Sale,2025,2624790.69,Electronics,31.59,34081,9589,2,Flipkart App,838000,0.92,39.23,3.43,249944,Debit Card,13.57,4.52,Smartphone
Flipkart Festive Sale in 2022! 741,2022-10-14 2:30:34,Festive Sale,2022,2529293.5,Books,50.21,23605,3842,5,Twitter,2021000,1,62.34,2.99,113085,Wallet,3.3,3.91,Laptop
Flipkart No Cost EMI Sale in 2020! 742,2020-06-05 1:38:34,No Cost EMI Sale,2020,9611537.18,Toys,16.41,42933,6110,3,Facebook,9824000,4.1,41.82,3.37,628499,Wallet,1.65,3.14,Laptop
Flipkart No Cost EMI Sale in 2020! 743,2020-09-30 17:19:29,No Cost EMI Sale,2020,2256910.67,Home,59.99,26462,1500,4,Instagram,1705000,3.16,51.34,4.61,711885,Debit Card,2.99,3.48,Books
Flipkart Deal of the Day in 2025! 744,2025-02-06 12:17:44,Deal of the Day,2025,8575088.32,Books,12.5,32145,5675,3,Email,3554000,1.83,33.01,1.23,866880,Cash on Delivery,12.48,4.88,Washing Machine
Flipkart Flash Sale in 2025! 745,2025-09-28 14:14:49,Flash Sale,2025,236683.19,Beauty,15.01,27027,3990,6,Facebook,7793000,1.49,48.97,1.75,678999,Debit Card,14.28,3.17,Headphones
Flipkart Winter Sale in 2024! 746,2024-06-21 10:37:37,Winter Sale,2024,2555741.36,Electronics,67.74,38151,3278,7,Twitter,5923000,3.66,58.76,1.1,202082,Credit Card,9.09,2.64,Perfume
