Name,timestamp,Type,year,Total_amt_of_sale,maximum_sale_category,avg_discount,no_of_customers_visited,no_of_products_sold,duration_days,platform,campaign_budget,conversion_rate,returning_customers_percent,click_through_rate,impressions,payment_mode_used,avg_session_time,customer_rating_avg,top_selling_product
Flipkart Deal of the Day in 2025,10/05/2025,No Cost EMI Sale,2025,6080516.08,Sports,,22481,1514,3,Twitter,8244000,1.5,40.31,1.3,917179,Wallet,8.73,3.68,Washing Machine
Flipkart Deal of the Day in 2020,2020-05-01,No Cost EMI Sale,2020,3540932.6,Home,,44235,9568,6,Whatsapp,6126000,0.85,79.95,4.7,454342,paytm,3.77,4.09,Books
Flipkart Festive Sale in 2021,,Summer Sale,2021,2923383.79,Books,67.75,14620,7566,3,FACEBOOK,2171000,4.81,23.25,2.35,203166,Credit card,4.71,4.32,book
Flipkart Festive Sale in 2021,12/10/2021,Deal of the Day,2021,3606478.34,Toys,,unknown,4503,4,FACEBOOK,9067000,2.37,39.24,2.95,920460,Credit card,8.95,4.88,Smartphone
Flipkart No Cost EMI Sale in 2020,20/05/2020,Monsoon Sale,2020,,Groceries,,3141,1914,5,flipkart,1675000,4.61,20.89,4.12,696589,UPI,7.07,4.88,Headphones
Flipkart Monsoon Sale in 2024,17/09/2024,Festive Sale,2024,4844614.87,Beauty,19.18,unknown,2727,6,Flipkart App,5574000,2.28,19.26,2.46,441071,Wallet,10.73,4.93,Smartphone
Flipkart Festive Sale in 2020,25/07/2020,No Cost EMI Sale,2020,5793551.87,Sports,,,2308,2,Whatsapp,9328000,4.35,16.85,0.93,945525,Credit Card,1.34,3.14,Perfume
Flipkart Deal of the Day in 2023,,GOAT Sale,2023,8411178.7,Home,N/A,13667,6715,5,flipkart,9716000,4.91,14.02,4.29,818558,Credit Card,8.02,3.02,Toyz
Flipkart GOAT Sale in 2021,11/01/2021,Big Billion Days Sale,2021,1881009.76,Books,N/A,unknown,8542,1,Email,8777000,3.46,23.05,,769929,Credit card,1.57,4.63,smrtphone
Flipkart Clearance Sale in 2023,17/10/2023,Big Billion Days Sale,2023,1841619.51,Groceries,,46938,6769,7,Flipkart App,4986000,0.5,18.52,3.77,419707,Cash on Delivery,5.97,2.81,Laptop
Flipkart Big Billion Days Sale in 2024,21/02/2024,Monsoon Sale,2024,2089732.7,fashon,N/A,unknown,3638,6,Instagram,6582000,1.33,58.34,4.75,960779,Cash on Delivery,12.73,2.63,Books
Flipkart Deal of the Day in 2024,15/09/2024,Festive Sale,2024,7322884,Toys,65,29703,8773,4,Instagram,4136000,3.08,44.33,2,300833,paytm,6.43,4.28,
Flipkart Monsoon Sale in 2022,29/11/2022,Big Billion Days Sale,2022,5727188.12,Fashion,N/A,unknown,5607,3,Facebook,7412000,2.64,12.54,1.37,263160,UPI,12.82,3.35,Headphones
Flipkart No Cost EMI Sale in 2020,28/10/2020,No Cost EMI Sale,2020,4853115.95,Fashion,52.43,unknown,2355,2,Email,843000,3.94,62.73,4.89,490320,Credit card,7.98,3.4,Smartphone
Flipkart Big Billion Days Sale in 2023,26/03/2023,Monsoon Sale,2023,5003823.88,Beauty,57.97,18771,5348,1,flipkart,3948000,2.57,20.35,0.82,368944,Credit Card,4.78,3.08,Washing Machine
Flipkart Summer Sale in 2024,30/09/2024,GOAT Sale,2024,8023344.29,Sports,,unknown,6262,7,Facebook,1678000,2.4,47.76,2.44,394891,paytm,7.16,3.63,Laptop
Flipkart No Cost EMI Sale in 2021,30/11/2021,Summer Sale,2021,6816036.86,Beauty,41.13,unknown,214,4,flipkart,9559000,0.18,51.27,2.78,379049,paytm,9.8,3.23,Laptop
Flipkart Flash Sale in 2023,,Winter Sale,2023,3250514.17,Toys,60.45,27970,6315,7,Facebook,2784000,0.39,64.12,3.7,74577,Debit Card,1.7,3.73,Laptop
Flipkart Festive Sale in 2025,2025-04-05,Flash Sale,2025,6228147.3,Sports,N/A,26907,7094,1,flipkart,9693000,0.14,,1.15,899841,COD,12.02,4.23,Laptop
Flipkart Monsoon Sale in 2020,29/12/2020,Big Billion Days Sale,2020,1277262.41,,61.28,9740,5957,4,Twitter,6003000,0.66,36.17,4.02,866219,Credit Card,14.2,4.06,Toys
Flipkart Deal of the Day in 2022,13/06/2022,GOAT Sale,2022,7226751.15,Toys,N/A,18732,5411,1,FACEBOOK,1275000,0.67,70.87,1.13,859609,Credit card,2.67,2.85,Smartphone
Flipkart Flash Sale in 2023,26/11/2023,Summer Sale,2023,3872963.67,Fashion,,19263,5010,3,Twitter,2194000,2.03,79.75,4.41,40423,Wallet,10.12,3.65,smrtphone
Flipkart Deal of the Day in 2022,02/01/2022,Flash Sale,2022,7612915.94,fashon,N/A,49829,4898,7,Email,6751000,2.24,55.28,0.82,910165,Cash on Delivery,3.57,2.94,smrtphone
Flipkart No Cost EMI Sale in 2025,07/06/2025,Big Billion Days Sale,2025,3162638.5,Groceries,N/A,unknown,4560,7,FACEBOOK,7066000,0.99,65.32,1.32,798501,Wallet,6.38,4.24,Shoes
Flipkart Flash Sale in 2025,09/11/2025,Festive Sale,2025,7608314.86,fashon,N/A,unknown,9280,1,Flipkart App,4013000,4.69,40.82,4.99,246291,Credit Card,8.09,2.93,smrtphone
Flipkart Deal of the Day in 2025,10/05/2025,No Cost EMI Sale,2025,5226625.94,Toys,N/A,unknown,8988,5,FACEBOOK,4447000,2.61,35.24,2.17,894297,Wallet,6.21,3.6,Perfume
Flipkart Big Billion Days Sale in 2020,07/11/2020,No Cost EMI Sale,2020,5634341.57,Sports,42.97,unknown,5180,1,Whatsapp,3269000,4.81,55.33,3.35,977449,COD,4.94,3.37,Smartphone
Flipkart Festive Sale in 2024,2024-06-19,Flash Sale,2024,7082228.87,Electronics,N/A,13825,6482,2,Flipkart App,1887000,2.91,,3.33,797625,Credit card,11.04,4.97,smrtphone
Flipkart Summer Sale in 2022,18/05/2022,Deal of the Day,2022,1053501.84,Electronics,,8686,1949,7,Instagram,8983000,0.81,66.83,0.51,489721,Credit card,1.33,4.66,Shoes
Flipkart No Cost EMI Sale in 2022,06/08/2022,Flash Sale,2022,2781438.38,Toys,64.2,unknown,7164,3,flipkart,4676000,2.18,28.31,2.06,858921,Debit Card,4.9,4.84,Perfume
Flipkart GOAT Sale in 2022,01/06/2022,Big Billion Days Sale,2022,6863183.01,Books,N/A,7151,7048,7,Whatsapp,7840000,3.12,74.73,2.53,244784,paytm,2.33,4.29,Washing Machine
Flipkart Monsoon Sale in 2025,29/04/2025,Summer Sale,2025,7603936.22,,28.85,42694,1467,6,Facebook,6365000,0.2,28.68,1.31,389257,Credit card,3.48,2.76,Perfume
Flipkart No Cost EMI Sale in 2025,29/07/2025,Winter Sale,2025,5036362.55,,12.77,unknown,,4,Email,6555000,2.04,59.23,3.31,552957,Cash on Delivery,6.84,4.21,Washing Machine
Flipkart Monsoon Sale in 2020,05/03/2020,Winter Sale,2020,5924986.55,Sports,,unknown,8318,3,Email,4933000,3.38,70.92,2.54,817289,COD,3.15,4.61,Smartphone
Flipkart Winter Sale in 2021,15/04/2021,Deal of the Day,2021,8549346.29,Toys,N/A,unknown,1708,6,flipkart,3788000,3.52,55.65,1.46,105558,Credit Card,10.81,3.91,Perfume
Flipkart Clearance Sale in 2022,20/06/2022,Big Billion Days Sale,2022,5809650.98,Beauty,,42797,2520,1,FACEBOOK,3987000,4.93,60.46,1.62,436981,paytm,13.96,3.41,Washing Machine
Flipkart GOAT Sale in 2022,16/12/2022,Festive Sale,2022,8368174.65,Toys,68.09,1453,4733,2,Whatsapp,2010000,2.64,42.45,4.92,855298,UPI,5.32,4.46,Laptop
Flipkart Clearance Sale in 2021,27/06/2021,Deal of the Day,2021,866952.72,Books,,unknown,2154,2,Email,,4.45,73.66,3.76,506445,UPI,3.54,2.99,smrtphone
Flipkart Festive Sale in 2024,26/08/2024,Winter Sale,2024,,Fashion,,25247,4638,6,Email,7618000,0.34,28.08,4,819264,Cash on Delivery,3.03,4.73,Toys
Flipkart Summer Sale in 2020,27/10/2020,Festive Sale,2020,1087415.7,Home,,unknown,6830,4,FACEBOOK,7756000,1.7,35.32,4.85,567097,Debit Card,14.49,2.69,Perfume
Flipkart GOAT Sale in 2020,2020-02-01,Monsoon Sale,2020,2371403.93,Electronics,,39338,8489,6,Facebook,6721000,0.94,12.25,1.18,561776,paytm,12.79,3.01,Washing Machine
Flipkart Deal of the Day in 2021,13/03/2021,GOAT Sale,2021,6026708.77,Home,45.42,20012,6307,3,Whatsapp,1100000,3.24,38.36,4.59,773518,Credit card,9.46,3.12,smrtphone
Flipkart Clearance Sale in 2022,18/01/2022,Big Billion Days Sale,2022,6710161.02,Books,46.77,29211,569,6,Flipkart App,9543000,4.33,40.6,0.75,246812,Credit Card,13.68,4.88,Headphones
Flipkart Festive Sale in 2025,2025-01-07,Flash Sale,2025,6311094.16,Home,,30858,1738,5,Twitter,2575000,2.03,47.8,0.82,285104,Debit Card,14.38,3.75,Books
Flipkart Summer Sale in 2021,12/08/2021,Monsoon Sale,2021,6239868.63,Beauty,,unknown,4345,3,flipkart,9375000,0.96,47.18,2.49,978918,Debit Card,5.68,4.02,Washing Machine
Flipkart Summer Sale in 2021,27/06/2021,Clearance Sale,2021,6104515.01,Home,,unknown,4417,7,Twitter,9787000,0.29,49.16,3.94,906811,Debit Card,10.06,3.74,Shoes
Flipkart Flash Sale in 2023,22/02/2023,Deal of the Day,2023,6865596.38,Groceries,N/A,11123,2239,7,Facebook,6978000,3.83,47.66,2.78,251317,Cash on Delivery,11.9,4.1,Headphones
Flipkart Festive Sale in 2020,15/07/2020,Deal of the Day,2020,4775054.23,,N/A,unknown,1449,3,FACEBOOK,3126000,4.58,54.39,2.31,950651,paytm,,3.08,Books
Flipkart Summer Sale in 2025,29/10/2025,Summer Sale,2025,,Fashion,N/A,15271,6938,1,Instagram,2844000,1.96,75.55,2.48,,Cash on Delivery,8.6,3.8,Toyz
Flipkart No Cost EMI Sale in 2023,2023-09-14,GOAT Sale,2023,9104233.91,fashon,N/A,unknown,5407,1,FACEBOOK,5594000,4.91,67.93,3.67,66102,Credit Card,6.03,4.73,Books
Flipkart Monsoon Sale in 2020,2020-07-21,Festive Sale,2020,1514627.95,Toys,N/A,5182,9877,1,Facebook,4082000,1.09,61.67,2.79,818737,Wallet,4.61,2.89,Toyz
Flipkart No Cost EMI Sale in 2020,20/12/2020,Flash Sale,2020,6195768.98,Toys,55.53,unknown,8254,4,Facebook,6173000,2.83,19.36,1.01,619964,COD,9.9,3.43,Toys
Flipkart Clearance Sale in 2022,02/09/2022,Summer Sale,2022,1301275.89,,60.08,unknown,3484,3,Facebook,5883000,1.46,61.06,,301874,Wallet,1.26,4.73,Toyz
Flipkart Flash Sale in 2023,27/08/2023,Winter Sale,2023,717198.86,electrnics,23.75,unknown,1884,6,Instagram,4289000,4.1,46.36,1.32,604851,paytm,5.57,3.52,Toys
Flipkart Deal of the Day in 2020,27/09/2020,Summer Sale,2020,6360643.22,fashon,N/A,unknown,4097,7,Whatsapp,1637000,1.15,62.74,0.93,915102,COD,8.21,4.54,book
Flipkart Flash Sale in 2022,04/10/2022,Monsoon Sale,2022,3548680.56,Fashion,,33574,8425,2,Whatsapp,1167000,4.83,12.47,4.22,910696,Wallet,11.7,4.48,Headphones
Flipkart Winter Sale in 2021,27/01/2021,Monsoon Sale,2021,3687617.13,fashon,,unknown,3758,5,Instagram,2030000,3,29.89,3.68,607139,Debit Card,4,4.2,Shoes
Flipkart Flash Sale in 2021,2021-02-22,Monsoon Sale,2021,5843311.41,Home,,34667,2140,2,Facebook,8964000,1.94,67.42,3.18,610670,UPI,8.2,2.79,Smartphone
Flipkart Big Billion Days Sale in 2025,31/05/2025,Festive Sale,2025,291763.43,Toys,N/A,11220,6058,6,FACEBOOK,3626000,4.9,74.72,4.24,390762,Debit Card,2.1,3.15,
Flipkart Deal of the Day in 2023,05/05/2023,Festive Sale,2023,1167013.38,Toys,N/A,unknown,3109,4,Facebook,956000,0.35,13.86,4.48,674152,Credit card,2.57,2.75,Books
Flipkart Flash Sale in 2024,13/03/2024,Flash Sale,2024,9259865.13,electrnics,,unknown,9262,1,Twitter,9474000,4.48,57.39,4.66,142381,Cash on Delivery,2.29,4.31,Headphones
Flipkart Flash Sale in 2022,13/09/2022,Summer Sale,2022,3294233.82,Electronics,63.34,unknown,7625,7,Facebook,3356000,1.77,15.82,3.81,899718,Debit Card,4.22,2.62,Shoes
Flipkart Clearance Sale in 2020,13/02/2020,GOAT Sale,2020,2815700.1,,31.17,9200,2197,5,Twitter,9883000,2.64,26.93,2.94,155249,paytm,2.02,2.58,Perfume
,16/08/2024,Clearance Sale,2024,8436578.53,Groceries,,unknown,4321,7,,9537000,3.5,53.94,1.75,303392,paytm,12.17,3.06,Washing Machine
Flipkart Big Billion Days Sale in 2024,30/06/2024,Big Billion Days Sale,2024,263334.03,Fashion,,15439,9072,6,Facebook,5685000,0.96,70.38,1.6,425137,Debit Card,11.06,4.23,Toyz
Flipkart Summer Sale in 2020,10/03/2020,GOAT Sale,2020,8738931.42,Groceries,N/A,21523,6052,6,FACEBOOK,7909000,3.84,79.9,0.58,682188,Credit Card,12.05,3.36,smrtphone
Flipkart Winter Sale in 2023,13/10/2023,Winter Sale,2023,4243997.36,Toys,,unknown,9230,5,Twitter,4616000,4.29,67,4.41,369495,COD,7.47,3.86,Laptop
,16/07/2025,Summer Sale,2025,3293254.26,Fashion,N/A,30543,6040,6,Flipkart App,1479000,0.83,56.83,2.75,291311,,13.24,3.16,Headphones
Flipkart Clearance Sale in 2022,04/05/2022,Flash Sale,2022,1412036.71,Groceries,29.23,unknown,3136,1,Facebook,667000,3.57,24.94,3.64,630784,Credit Card,6.44,4.31,Laptop
Flipkart No Cost EMI Sale in 2022,31/10/2022,GOAT Sale,2022,2799135.11,,N/A,48163,3643,6,FACEBOOK,7659000,3.41,31.18,2.31,744881,Wallet,6.15,2.53,Toys
Flipkart Monsoon Sale in 2025,05/08/2025,Deal of the Day,2025,5646649.23,Toys,N/A,18977,1041,7,Facebook,6211000,0.27,65.71,4.22,978998,Credit Card,14.87,3.89,Shoes
Flipkart Clearance Sale in 2023,06/05/2023,No Cost EMI Sale,2023,5947619.82,Home,,unknown,776,5,flipkart,1835000,2.1,33.4,2.75,276551,paytm,12.62,2.5,smrtphone
Flipkart Deal of the Day in 2022,06/07/2022,Winter Sale,2022,6569556.93,Fashion,52.83,unknown,3898,1,Whatsapp,6333000,4.05,19.69,2.77,805320,Debit Card,9.65,2.61,Toyz
Flipkart Clearance Sale in 2020,23/09/2020,No Cost EMI Sale,2020,3652376.78,Toys,5.85,17373,3180,2,Instagram,1413000,2.43,25.57,3.66,470430,COD,6.82,3.1,Shoes
Flipkart Big Billion Days Sale in 2025,06/12/2025,Deal of the Day,2025,5861743.59,fashon,34.44,unknown,5197,6,Twitter,6564000,4.91,52.65,4.61,744637,paytm,4.16,2.61,Smartphone
Flipkart Summer Sale in 2025,20/06/2025,Deal of the Day,2025,7048005.04,Books,N/A,unknown,2326,2,Instagram,3388000,0.49,39.7,0.99,741656,COD,7.04,4.44,Toyz
Flipkart Summer Sale in 2023,20/03/2023,Big Billion Days Sale,2023,,Books,30.29,45821,5959,4,Twitter,7562000,4.18,32.58,0.55,487076,Cash on Delivery,4.57,2.68,smrtphone
Flipkart Winter Sale in 2023,12/08/2023,Big Billion Days Sale,2023,1278090.68,fashon,N/A,unknown,,2,Facebook,4656000,0.48,11.57,4.31,115579,paytm,8.25,4.31,Toyz
Flipkart Summer Sale in 2023,12/06/2023,Summer Sale,2023,6381040.42,Beauty,,unknown,9384,5,Flipkart App,9935000,2.96,20.11,2.79,801081,UPI,8.95,2.86,Washing Machine
Flipkart Deal of the Day in 2025,2025-08-06,No Cost EMI Sale,2025,3411727.52,Home,59.58,unknown,3799,7,Email,5094000,4.54,39.88,1.29,824929,Credit card,4.17,4.34,Toys
Flipkart Monsoon Sale in 2021,04/02/2021,Summer Sale,2021,1355430.94,Toys,69.8,14664,3382,6,Facebook,5461000,3.88,17.45,1.56,117707,Credit card,11.8,3.2,Smartphone
Flipkart Big Billion Days Sale in 2021,2021-06-06,Big Billion Days Sale,2021,9801784.18,electrnics,,unknown,3714,3,Flipkart App,9489000,1.3,70.5,3.53,998234,paytm,11.94,4.3,Books
Flipkart Flash Sale in 2024,18/04/2024,Clearance Sale,2024,7921059.28,Home,62.81,23500,5091,3,FACEBOOK,4202000,4.55,60.31,0.88,290487,Wallet,3.15,4.82,Shoes
Flipkart Flash Sale in 2020,2020-02-29,Big Billion Days Sale,2020,9465517.37,Books,N/A,35440,3917,6,Flipkart App,8914000,0.31,51.06,1.72,889796,UPI,14.92,2.91,Laptop
Flipkart Flash Sale in 2021,27/05/2021,Monsoon Sale,2021,5869328.35,Books,N/A,unknown,7311,5,Whatsapp,6293000,1.25,61.24,4.86,443712,UPI,2.53,3.15,Toyz
Flipkart No Cost EMI Sale in 2020,19/05/2020,Summer Sale,2020,934978.63,electrnics,N/A,35725,521,1,flipkart,1395000,4.92,64.08,0.64,137515,Wallet,7.93,3.23,smrtphone
Flipkart Festive Sale in 2025,13/02/2025,Deal of the Day,2025,8406713.12,Electronics,52.05,unknown,4439,1,Instagram,4626000,4.44,22.73,2.67,704209,Cash on Delivery,5.06,4.45,Books
Flipkart Deal of the Day in 2022,22/01/2022,Winter Sale,2022,1090326.16,Home,14.45,unknown,9094,7,Flipkart App,3044000,4.45,72.28,1.99,458118,paytm,1.04,2.82,Washing Machine
Flipkart No Cost EMI Sale in 2024,07/02/2024,Flash Sale,2024,2507953.27,Groceries,,32096,7987,2,flipkart,7206000,1.29,73.22,1.59,727575,Credit Card,8.93,4.17,Shoes
Flipkart Festive Sale in 2020,20/10/2020,No Cost EMI Sale,2020,1716620.41,Toys,N/A,11944,2791,4,Flipkart App,8361000,0.75,68.08,3.65,315474,UPI,3.72,2.65,Headphones
Flipkart Festive Sale in 2022,01/09/2022,Monsoon Sale,2022,3807781.18,Toys,18.91,unknown,8257,2,Facebook,1076000,3.73,67.55,0.9,526031,UPI,14.87,4.4,Toys
Flipkart Monsoon Sale in 2025,15/04/2025,Festive Sale,,4020179.14,Books,,unknown,8522,2,Email,3722000,1.01,76.27,4.6,401646,Debit Card,14.08,4.41,Toys
Flipkart Flash Sale in 2020,12/09/2020,No Cost EMI Sale,2020,7822214.69,Books,,unknown,3559,7,Whatsapp,4394000,3.2,72.57,2.21,444302,paytm,4.79,3.16,book
Flipkart Summer Sale in 2025,26/07/2025,Deal of the Day,2025,4952691.62,Beauty,N/A,37450,2843,3,Facebook,3577000,0.37,56.58,3.33,424801,Wallet,5.18,3.95,Shoes
Flipkart Clearance Sale in 2022,2022-01-04,Monsoon Sale,2022,4826912.23,fashon,,unknown,4739,2,Facebook,6632000,0.53,78.56,1.64,923063,Wallet,9.44,3.62,Headphones
Flipkart Monsoon Sale in 2023,17/06/2023,GOAT Sale,2023,8141996.56,Books,27.15,unknown,6315,4,Flipkart App,2268000,4.21,59.4,1.07,566093,Cash on Delivery,6.47,4.53,Washing Machine
Flipkart Summer Sale in 2020,10/12/2020,Clearance Sale,2020,678545.22,electrnics,N/A,13375,1142,3,Whatsapp,5064000,1.57,16.32,0.85,101642,Cash on Delivery,6.54,2.86,Toys
Flipkart Festive Sale in 2020,03/09/2020,Deal of the Day,2020,7918999.77,Fashion,,unknown,7007,7,Whatsapp,4683000,3.69,66.67,2.76,329769,COD,7.86,4.39,smrtphone
Flipkart Summer Sale in 2022,04/05/2022,Flash Sale,2022,2596358.63,Groceries,,39172,3197,5,Email,3724000,0.63,29.38,3.19,325534,COD,4.32,2.7,book
Flipkart Summer Sale in 2020,05/10/2020,Big Billion Days Sale,2020,5459414.48,Groceries,58.29,unknown,8256,2,Instagram,6061000,0.82,64.19,1.65,122038,Credit Card,2.37,3.07,Toyz
Flipkart Summer Sale in 2023,27/03/2023,Monsoon Sale,2023,2946798.89,Books,N/A,5632,3786,2,Instagram,8565000,3.56,52.21,4.76,,Cash on Delivery,2.52,3.17,Washing Machine
Flipkart Big Billion Days Sale in 2025,10/03/2025,No Cost EMI Sale,2025,8387158.67,Electronics,N/A,unknown,5133,5,Whatsapp,6472000,3.22,50.2,3.44,581322,Cash on Delivery,8.1,2.61,Shoes
Flipkart Summer Sale in 2024,25/01/2024,Clearance Sale,2024,9329398.48,,,unknown,9950,7,Whatsapp,2206000,0.91,22.58,1.95,874586,Cash on Delivery,9.13,2.7,Washing Machine
Flipkart Flash Sale in 2023,28/03/2023,Summer Sale,2023,1155032.73,,N/A,49385,1011,6,Instagram,1564000,4.63,74.87,0.52,399542,Credit Card,8.16,,Laptop
Flipkart Big Billion Days Sale in 2020,25/08/2020,Deal of the Day,2020,7390676.37,electrnics,,unknown,4867,7,Instagram,4632000,1.47,44.09,4.01,118586,Credit card,6.63,3.83,Books
Flipkart Festive Sale in 2020,12/02/2020,Summer Sale,2020,3154742.32,fashon,N/A,15370,3968,6,Whatsapp,5687000,1.62,57.89,3.22,649649,Credit Card,14.6,3.74,smrtphone
Flipkart Festive Sale in 2021,16/10/2021,Big Billion Days Sale,2021,2457057.24,fashon,5.87,18589,1418,1,,8991000,1.35,72.13,0.65,682742,UPI,13.34,3.39,Washing Machine
Flipkart Big Billion Days Sale in 2025,12/06/2025,Big Billion Days Sale,2025,,Toys,N/A,unknown,775,7,Whatsapp,8725000,2.45,34.58,4.13,120929,Debit Card,3.23,3.03,Shoes
Flipkart Monsoon Sale in 2025,17/09/2025,Winter Sale,2025,9746922.95,electrnics,37.46,unknown,1048,6,flipkart,2267000,0.86,77.41,3.59,400395,Debit Card,11.83,3.22,Washing Machine
Flipkart GOAT Sale in 2025,15/09/2025,Monsoon Sale,2025,363059.67,Toys,51.76,unknown,7415,4,Flipkart App,6649000,4.72,78.34,3.29,461371,Cash on Delivery,4.28,4.04,Smartphone
Flipkart No Cost EMI Sale in 2025,17/09/2025,Flash Sale,2025,,Books,7.35,42056,5014,2,Whatsapp,2661000,0.53,49.95,4.6,609609,Credit card,1.34,2.74,book
Flipkart Big Billion Days Sale in 2021,12/11/2021,Big Billion Days Sale,2021,1507641.29,Books,15.48,unknown,8727,2,Twitter,9196000,4.02,39.51,2.89,978400,Wallet,6.57,2.51,Toys
Flipkart Flash Sale in 2023,03/05/2023,Monsoon Sale,2023,7376353.17,Electronics,55.2,unknown,6238,1,Twitter,8505000,4.95,66.36,2.28,978867,COD,4.84,4.38,Smartphone
Flipkart Winter Sale in 2023,13/03/2023,Summer Sale,2023,,fashon,N/A,unknown,8376,5,Twitter,969000,2.16,73.14,3.56,992247,paytm,10.62,3.09,Books
Flipkart Flash Sale in 2020,06/01/2020,GOAT Sale,2020,1957848.27,Toys,33.3,42138,2595,6,Flipkart App,2253000,3.24,79.98,3.23,409890,COD,12.88,3.75,smrtphone
Flipkart Winter Sale in 2023,2023-01-06,Summer Sale,2023,,Groceries,N/A,unknown,4553,7,Flipkart App,1956000,0.67,50.48,4.24,150971,Credit card,10.14,3.67,Headphones
Flipkart GOAT Sale in 2023,27/05/2023,No Cost EMI Sale,2023,6151139.71,Home,66.53,unknown,8283,2,Flipkart App,7446000,1.29,14.75,2.6,241132,Debit Card,1.03,4.42,Books
Flipkart Winter Sale in 2025,20/03/2025,Festive Sale,2025,3930850.61,fashon,54.76,49998,2814,5,Whatsapp,2739000,0.63,58.87,4.82,403757,COD,13.84,3.24,Perfume
Flipkart GOAT Sale in 2024,04/06/2024,Clearance Sale,2024,3566831.44,Sports,N/A,16245,1936,6,Flipkart App,7487000,3.56,71.94,4.66,495655,Wallet,1.73,4.11,Headphones
Flipkart Festive Sale in 2020,03/01/2020,Monsoon Sale,2020,3532822.95,Home,N/A,20598,8189,6,FACEBOOK,4981000,1.1,10.16,2.23,138190,Debit Card,10.42,3.91,smrtphone
Flipkart Clearance Sale in 2023,17/09/2023,Monsoon Sale,2023,753220.62,,,17885,6435,1,Instagram,6144000,3.42,72.42,2.14,630533,Cash on Delivery,7.14,3.17,smrtphone
Flipkart Summer Sale in 2020,08/08/2020,Clearance Sale,2020,7066162.75,Groceries,,unknown,7872,5,Facebook,7626000,3.01,50.7,4.96,523696,COD,14.72,2.76,smrtphone
Flipkart Monsoon Sale in 2020,29/04/2020,No Cost EMI Sale,2020,3009154.47,Electronics,N/A,unknown,3136,5,Email,3694000,0.49,49.94,1.21,917549,Credit card,11.08,3.22,Shoes
Flipkart No Cost EMI Sale in 2020,14/03/2020,Festive Sale,2020,,Home,N/A,unknown,6761,6,FACEBOOK,2123000,1.64,39.57,1.87,781517,Credit Card,1.33,2.62,Perfume
Flipkart Deal of the Day in 2021,13/10/2021,Deal of the Day,2021,2208185.18,fashon,N/A,unknown,4324,1,FACEBOOK,4636000,4.55,10.03,2.68,122763,Credit Card,3.56,4.41,Books
Flipkart No Cost EMI Sale in 2021,2021-07-30,Big Billion Days Sale,2021,,Beauty,,36965,3183,4,Whatsapp,8159000,2.65,78.64,4.4,590602,COD,1.74,4.03,Toys
Flipkart Monsoon Sale in 2025,31/01/2025,Clearance Sale,2025,1917456.39,Toys,,32450,7282,1,Twitter,2857000,3.69,28.81,2.09,663883,Wallet,10.78,4.77,Laptop
Flipkart Clearance Sale in 2021,13/10/2021,Winter Sale,2021,8400271.56,Sports,N/A,20992,7908,3,FACEBOOK,3638000,3.81,53.85,1.35,357745,Credit card,8.05,4.72,book
Flipkart Big Billion Days Sale in 2025,22/07/2025,No Cost EMI Sale,2025,2188756.54,Toys,N/A,25540,873,7,Email,870000,4.48,34.86,2.02,510745,paytm,14.66,2.81,Perfume
Flipkart Flash Sale in 2021,19/12/2021,Monsoon Sale,2021,7755544.87,Electronics,N/A,unknown,2304,5,Twitter,9162000,4.3,55.96,3.36,793600,COD,10.29,2.63,smrtphone
Flipkart Deal of the Day in 2022,05/10/2022,No Cost EMI Sale,2022,8511022.56,fashon,59.68,33791,7755,4,Email,8591000,0.26,42.16,4.23,812432,Credit Card,11.34,3.12,smrtphone
,17/08/2022,GOAT Sale,2022,5335671.84,Sports,,1656,115,6,Facebook,934000,3.36,28.69,4.07,97113,Debit Card,2.98,3.13,Perfume
Flipkart Monsoon Sale in 2024,06/11/2024,GOAT Sale,2024,2469589.35,Beauty,N/A,9130,3146,2,Email,5422000,1.33,24.48,2.76,363513,Credit card,7.01,2.85,smrtphone
Flipkart Winter Sale in 2021,05/05/2021,Winter Sale,2021,8561261.46,Fashion,N/A,unknown,187,7,Facebook,1071000,4.11,14.55,,621947,paytm,3.99,4.44,Headphones
Flipkart Big Billion Days Sale in 2024,13/03/2024,Festive Sale,2024,7456903.88,Toys,48.06,unknown,806,6,Facebook,8352000,4,23.14,2.56,808855,Credit Card,7.67,2.97,Headphones
Flipkart Deal of the Day in 2025,14/09/2025,Flash Sale,2025,2566217.54,Books,60.49,10862,7987,6,Email,9678000,1.85,19.47,1.25,979664,Wallet,6.33,3.16,Toys
Flipkart Festive Sale in 2022,05/02/2022,Festive Sale,2022,658410.93,electrnics,15.32,8407,9428,3,Twitter,4076000,3.8,53.93,3.31,638109,Credit card,10.77,4.71,smrtphone
Flipkart Clearance Sale in 2024,2024-03-08,Festive Sale,2024,6473466.74,Sports,,unknown,1676,4,flipkart,8815000,2.1,27,4.88,585214,Debit Card,8.1,4.78,Perfume
Flipkart Festive Sale in 2025,06/10/2025,Clearance Sale,2025,1890788.44,fashon,,unknown,7658,5,FACEBOOK,4951000,1.38,31.46,0.9,190554,COD,11.44,4.29,Laptop
Flipkart Clearance Sale in 2021,22/04/2021,Big Billion Days Sale,2021,1469928.81,,13.68,42731,6722,6,Flipkart App,5204000,2.12,36.57,1.41,190944,Debit Card,6.41,3.62,Laptop
